LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
HUN,HUR,TOT,PC_LF,M,2012-03,11.1,
HUN,HUR,TOT,PC_LF,M,2012-04,11.1,
HUN,HUR,TOT,PC_LF,M,2012-05,10.6,
HUN,HUR,TOT,PC_LF,M,2012-06,10.4,
HUN,HUR,TOT,PC_LF,M,2012-07,10.5,
HUN,HUR,TOT,PC_LF,M,2012-08,10.2,
HUN,HUR,TOT,PC_LF,M,2012-09,10.2,
HUN,HUR,TOT,PC_LF,M,2012-10,10.7,
HUN,HUR,TOT,PC_LF,M,2012-11,10.6,
HUN,HUR,TOT,PC_LF,M,2012-12,10.3,
HUN,HUR,TOT,PC_LF,M,2013-01,11.3,
HUN,HUR,TOT,PC_LF,M,2013-02,10.7,
HUN,HUR,TOT,PC_LF,M,2013-03,10.3,
HUN,HUR,TOT,PC_LF,M,2013-04,9.9,
HUN,HUR,TOT,PC_LF,M,2013-05,10.1,
HUN,HUR,TOT,PC_LF,M,2013-06,9.7,
HUN,HUR,TOT,PC_LF,M,2013-07,9.7,
HUN,HUR,TOT,PC_LF,M,2013-08,9.9,
HUN,HUR,TOT,PC_LF,M,2013-09,9.4,
HUN,HUR,TOT,PC_LF,M,2013-10,9.3,
HUN,HUR,TOT,PC_LF,M,2013-11,8.9,
HUN,HUR,TOT,PC_LF,M,2013-12,8.8,
HUN,HUR,TOT,PC_LF,M,2014-01,7.9,
HUN,HUR,TOT,PC_LF,M,2014-02,7.4,
HUN,HUR,TOT,PC_LF,M,2014-03,7.8,
HUN,HUR,TOT,PC_LF,M,2014-04,7.7,
HUN,HUR,TOT,PC_LF,M,2014-05,7.9,
HUN,HUR,TOT,PC_LF,M,2014-06,8.2,
HUN,HUR,TOT,PC_LF,M,2014-07,7.6,
HUN,HUR,TOT,PC_LF,M,2014-08,6.9,
HUN,HUR,TOT,PC_LF,M,2014-09,7.4,
HUN,HUR,TOT,PC_LF,M,2014-10,6.9,
HUN,HUR,TOT,PC_LF,M,2014-11,7.1,
HUN,HUR,TOT,PC_LF,M,2014-12,7.3,
HUN,HUR,TOT,PC_LF,M,2015-01,7.3,
HUN,HUR,TOT,PC_LF,M,2015-02,7.4,
HUN,HUR,TOT,PC_LF,M,2015-03,7.2,
HUN,HUR,TOT,PC_LF,M,2015-04,6.8,
HUN,HUR,TOT,PC_LF,M,2015-05,6.6,
HUN,HUR,TOT,PC_LF,M,2015-06,6.9,
HUN,HUR,TOT,PC_LF,M,2015-07,6.4,
HUN,HUR,TOT,PC_LF,M,2015-08,6.4,
HUN,HUR,TOT,PC_LF,M,2015-09,6.2,
HUN,HUR,TOT,PC_LF,M,2015-10,6.2,
HUN,HUR,TOT,PC_LF,M,2015-11,6.1,
HUN,HUR,TOT,PC_LF,M,2015-12,6.2,
HUN,HUR,TOT,PC_LF,M,2016-01,5.6,
HUN,HUR,TOT,PC_LF,M,2016-02,5.5,
HUN,HUR,TOT,PC_LF,M,2016-03,5.7,
HUN,HUR,TOT,PC_LF,M,2016-04,5.3,
HUN,HUR,TOT,PC_LF,M,2016-05,5,
HUN,HUR,TOT,PC_LF,M,2016-06,4.7,
HUN,HUR,TOT,PC_LF,M,2016-07,5,
HUN,HUR,TOT,PC_LF,M,2016-08,4.7,
HUN,HUR,TOT,PC_LF,M,2016-09,4.6,
HUN,HUR,TOT,PC_LF,M,2016-10,4.8,
HUN,HUR,TOT,PC_LF,M,2016-11,4.1,
HUN,HUR,TOT,PC_LF,M,2016-12,4.4,
HUN,HUR,TOT,PC_LF,M,2017-01,4.1,
HUN,HUR,TOT,PC_LF,M,2017-02,4.1,
HUN,HUR,TOT,PC_LF,M,2017-03,4.4,
HUN,HUR,TOT,PC_LF,M,2017-04,4.3,
HUN,HUR,TOT,PC_LF,M,2017-05,4.1,
HUN,HUR,TOT,PC_LF,M,2017-06,4.2,
HUN,HUR,TOT,PC_LF,M,2017-07,4,
HUN,HUR,TOT,PC_LF,M,2017-08,4,
HUN,HUR,TOT,PC_LF,M,2017-09,3.8,
HUN,HUR,TOT,PC_LF,M,2017-10,3.8,
HUN,HUR,TOT,PC_LF,M,2017-11,3.7,
HUN,HUR,TOT,PC_LF,M,2017-12,3.8,
HUN,HUR,TOT,PC_LF,M,2018-01,3.5,
HUN,HUR,TOT,PC_LF,M,2018-02,3.6,
HUN,HUR,TOT,PC_LF,M,2018-03,3.6,
HUN,HUR,TOT,PC_LF,M,2018-04,3.7,
HUN,HUR,TOT,PC_LF,M,2018-05,3.4,
HUN,HUR,TOT,PC_LF,M,2018-06,3.4,
HUN,HUR,TOT,PC_LF,M,2018-07,3.8,
HUN,HUR,TOT,PC_LF,M,2018-08,3.6,
HUN,HUR,TOT,PC_LF,M,2018-09,3.7,
HUN,HUR,TOT,PC_LF,M,2018-10,3.6,
HUN,HUR,TOT,PC_LF,M,2018-11,3.4,
HUN,HUR,TOT,PC_LF,M,2018-12,3.6,
HUN,HUR,TOT,PC_LF,M,2019-01,3.4,
HUN,HUR,TOT,PC_LF,M,2019-02,3.2,
HUN,HUR,TOT,PC_LF,M,2019-03,3.2,
HUN,HUR,TOT,PC_LF,M,2019-04,3.3,
HUN,HUR,TOT,PC_LF,M,2019-05,3.4,
HUN,HUR,TOT,PC_LF,M,2019-06,3.1,
HUN,HUR,TOT,PC_LF,M,2019-07,3.4,
HUN,HUR,TOT,PC_LF,M,2019-08,3.3,
HUN,HUR,TOT,PC_LF,M,2019-09,3.4,
HUN,HUR,TOT,PC_LF,M,2019-10,3.5,
HUN,HUR,TOT,PC_LF,M,2019-11,3.4,
HUN,HUR,TOT,PC_LF,M,2019-12,2.9,
HUN,HUR,TOT,PC_LF,M,2020-01,3.6,
HUN,HUR,TOT,PC_LF,M,2020-02,3.5,
HUN,HUR,TOT,PC_LF,M,2020-03,3.3,
HUN,HUR,TOT,PC_LF,M,2020-04,3.8,
HUN,HUR,TOT,PC_LF,M,2020-05,4.9,
HUN,HUR,TOT,PC_LF,M,2020-06,4.8,
HUN,HUR,TOT,PC_LF,M,2020-07,4.3,
HUN,HUR,TOT,PC_LF,M,2020-08,4.2,
HUN,HUR,TOT,PC_LF,M,2020-09,4.3,
HUN,HUR,TOT,PC_LF,M,2020-10,4.1,
HUN,HUR,TOT,PC_LF,M,2020-11,4.3,
HUN,HUR,TOT,PC_LF,M,2020-12,4.2,
HUN,HUR,TOT,PC_LF,M,2021-01,4.6,
HUN,HUR,TOT,PC_LF,M,2021-02,4.4,
HUN,HUR,TOT,PC_LF,M,2021-03,4,
HUN,HUR,TOT,PC_LF,M,2021-04,4.1,
HUN,HUR,TOT,PC_LF,M,2021-05,4.2,
HUN,HUR,TOT,PC_LF,M,2021-06,4,
HUN,HUR,TOT,PC_LF,M,2021-07,4.1,
HUN,HUR,TOT,PC_LF,M,2021-08,4.2,
HUN,HUR,TOT,PC_LF,M,2021-09,3.4,
HUN,HUR,TOT,PC_LF,M,2021-10,4,
HUN,HUR,TOT,PC_LF,M,2021-11,3.9,
HUN,HUR,TOT,PC_LF,M,2021-12,3.7,
HUN,HUR,TOT,PC_LF,M,2022-01,3.8,
ISL,HUR,TOT,PC_LF,M,2010-11,8.6,
ISL,HUR,TOT,PC_LF,M,2010-12,8.6,
ISL,HUR,TOT,PC_LF,M,2011-01,8.5,
ISL,HUR,TOT,PC_LF,M,2011-02,8.3,
ISL,HUR,TOT,PC_LF,M,2011-03,8.2,
ISL,HUR,TOT,PC_LF,M,2011-04,8.2,
ISL,HUR,TOT,PC_LF,M,2011-05,8,
ISL,HUR,TOT,PC_LF,M,2011-06,7.8,
ISL,HUR,TOT,PC_LF,M,2011-07,7.6,
ISL,HUR,TOT,PC_LF,M,2011-08,7.4,
ISL,HUR,TOT,PC_LF,M,2011-09,7.3,
ISL,HUR,TOT,PC_LF,M,2011-10,7.2,
ISL,HUR,TOT,PC_LF,M,2011-11,7.1,
ISL,HUR,TOT,PC_LF,M,2011-12,7.1,
ISL,HUR,TOT,PC_LF,M,2012-01,7.2,
ISL,HUR,TOT,PC_LF,M,2012-02,7.5,
ISL,HUR,TOT,PC_LF,M,2012-03,7.5,
ISL,HUR,TOT,PC_LF,M,2012-04,7.4,
ISL,HUR,TOT,PC_LF,M,2012-05,7.2,
ISL,HUR,TOT,PC_LF,M,2012-06,6.9,
ISL,HUR,TOT,PC_LF,M,2012-07,6.7,
ISL,HUR,TOT,PC_LF,M,2012-08,6.6,
ISL,HUR,TOT,PC_LF,M,2012-09,6.4,
ISL,HUR,TOT,PC_LF,M,2012-10,6.3,
ISL,HUR,TOT,PC_LF,M,2012-11,6.2,
ISL,HUR,TOT,PC_LF,M,2012-12,6.1,
ISL,HUR,TOT,PC_LF,M,2013-01,6.1,
ISL,HUR,TOT,PC_LF,M,2013-02,6.1,
ISL,HUR,TOT,PC_LF,M,2013-03,6.1,
ISL,HUR,TOT,PC_LF,M,2013-04,6.1,
ISL,HUR,TOT,PC_LF,M,2013-05,6.1,
ISL,HUR,TOT,PC_LF,M,2013-06,6.1,
ISL,HUR,TOT,PC_LF,M,2013-07,6,
ISL,HUR,TOT,PC_LF,M,2013-08,6,
ISL,HUR,TOT,PC_LF,M,2013-09,6,
ISL,HUR,TOT,PC_LF,M,2013-10,5.9,
ISL,HUR,TOT,PC_LF,M,2013-11,5.8,
ISL,HUR,TOT,PC_LF,M,2013-12,5.8,
ISL,HUR,TOT,PC_LF,M,2014-01,5.8,
ISL,HUR,TOT,PC_LF,M,2014-02,5.7,
ISL,HUR,TOT,PC_LF,M,2014-03,5.7,
ISL,HUR,TOT,PC_LF,M,2014-04,5.6,
ISL,HUR,TOT,PC_LF,M,2014-05,5.6,
ISL,HUR,TOT,PC_LF,M,2014-06,5.5,
ISL,HUR,TOT,PC_LF,M,2014-07,5.6,
ISL,HUR,TOT,PC_LF,M,2014-08,5.5,
ISL,HUR,TOT,PC_LF,M,2014-09,5.4,
ISL,HUR,TOT,PC_LF,M,2014-10,5.2,
ISL,HUR,TOT,PC_LF,M,2014-11,5,
ISL,HUR,TOT,PC_LF,M,2014-12,5,
ISL,HUR,TOT,PC_LF,M,2015-01,5,
ISL,HUR,TOT,PC_LF,M,2015-02,5.1,
ISL,HUR,TOT,PC_LF,M,2015-03,5.1,
ISL,HUR,TOT,PC_LF,M,2015-04,4.9,
ISL,HUR,TOT,PC_LF,M,2015-05,4.8,
ISL,HUR,TOT,PC_LF,M,2015-06,4.6,
ISL,HUR,TOT,PC_LF,M,2015-07,4.5,
ISL,HUR,TOT,PC_LF,M,2015-08,4.4,
ISL,HUR,TOT,PC_LF,M,2015-09,4.2,
ISL,HUR,TOT,PC_LF,M,2015-10,4,
ISL,HUR,TOT,PC_LF,M,2015-11,3.8,
ISL,HUR,TOT,PC_LF,M,2015-12,3.7,
ISL,HUR,TOT,PC_LF,M,2016-01,3.6,
ISL,HUR,TOT,PC_LF,M,2016-02,3.7,
ISL,HUR,TOT,PC_LF,M,2016-03,3.7,
ISL,HUR,TOT,PC_LF,M,2016-04,3.6,
ISL,HUR,TOT,PC_LF,M,2016-05,3.4,
ISL,HUR,TOT,PC_LF,M,2016-06,3.3,
ISL,HUR,TOT,PC_LF,M,2016-07,3.3,
ISL,HUR,TOT,PC_LF,M,2016-08,3.3,
ISL,HUR,TOT,PC_LF,M,2016-09,3.4,
ISL,HUR,TOT,PC_LF,M,2016-10,3.4,
ISL,HUR,TOT,PC_LF,M,2016-11,3.4,
ISL,HUR,TOT,PC_LF,M,2016-12,3.5,
ISL,HUR,TOT,PC_LF,M,2017-01,3.4,
ISL,HUR,TOT,PC_LF,M,2017-02,3.3,
ISL,HUR,TOT,PC_LF,M,2017-03,3.2,
ISL,HUR,TOT,PC_LF,M,2017-04,3.2,
ISL,HUR,TOT,PC_LF,M,2017-05,3.2,
ISL,HUR,TOT,PC_LF,M,2017-06,3.2,
ISL,HUR,TOT,PC_LF,M,2017-07,3.3,
ISL,HUR,TOT,PC_LF,M,2017-08,3.3,
ISL,HUR,TOT,PC_LF,M,2017-09,3.2,
ISL,HUR,TOT,PC_LF,M,2017-10,3.2,
ISL,HUR,TOT,PC_LF,M,2017-11,3.3,
ISL,HUR,TOT,PC_LF,M,2017-12,3.4,
ISL,HUR,TOT,PC_LF,M,2018-01,3.3,
ISL,HUR,TOT,PC_LF,M,2018-02,3.1,
ISL,HUR,TOT,PC_LF,M,2018-03,3,
ISL,HUR,TOT,PC_LF,M,2018-04,3,
ISL,HUR,TOT,PC_LF,M,2018-05,3.1,
ISL,HUR,TOT,PC_LF,M,2018-06,3.2,
ISL,HUR,TOT,PC_LF,M,2018-07,3.3,
ISL,HUR,TOT,PC_LF,M,2018-08,3.2,
ISL,HUR,TOT,PC_LF,M,2018-09,3.2,
ISL,HUR,TOT,PC_LF,M,2018-10,3.2,
ISL,HUR,TOT,PC_LF,M,2018-11,3.2,
ISL,HUR,TOT,PC_LF,M,2018-12,3.2,
ISL,HUR,TOT,PC_LF,M,2019-01,3.2,
ISL,HUR,TOT,PC_LF,M,2019-02,3.3,
ISL,HUR,TOT,PC_LF,M,2019-03,3.4,
ISL,HUR,TOT,PC_LF,M,2019-04,3.5,
ISL,HUR,TOT,PC_LF,M,2019-05,3.6,
ISL,HUR,TOT,PC_LF,M,2019-06,3.8,
ISL,HUR,TOT,PC_LF,M,2019-07,4,
ISL,HUR,TOT,PC_LF,M,2019-08,4.2,
ISL,HUR,TOT,PC_LF,M,2019-09,4.2,
ISL,HUR,TOT,PC_LF,M,2019-10,4.2,
ISL,HUR,TOT,PC_LF,M,2019-11,4.2,
ISL,HUR,TOT,PC_LF,M,2019-12,4.4,
ISL,HUR,TOT,PC_LF,M,2020-01,4.6,
ISL,HUR,TOT,PC_LF,M,2020-02,4.9,
ISL,HUR,TOT,PC_LF,M,2020-03,5.3,
ISL,HUR,TOT,PC_LF,M,2020-04,5.7,
ISL,HUR,TOT,PC_LF,M,2020-05,6,
ISL,HUR,TOT,PC_LF,M,2020-06,6.2,
ISL,HUR,TOT,PC_LF,M,2020-07,6.4,
ISL,HUR,TOT,PC_LF,M,2020-08,6.6,
ISL,HUR,TOT,PC_LF,M,2020-09,6.7,
ISL,HUR,TOT,PC_LF,M,2020-10,6.9,
ISL,HUR,TOT,PC_LF,M,2020-11,7,
ISL,HUR,TOT,PC_LF,M,2020-12,7,
ISL,HUR,TOT,PC_LF,M,2021-01,7,
ISL,HUR,TOT,PC_LF,M,2021-02,6.9,
ISL,HUR,TOT,PC_LF,M,2021-03,6.8,
ISL,HUR,TOT,PC_LF,M,2021-04,6.7,
ISL,HUR,TOT,PC_LF,M,2021-05,6.3,
ISL,HUR,TOT,PC_LF,M,2021-06,5.8,
ISL,HUR,TOT,PC_LF,M,2021-07,5.4,
ISL,HUR,TOT,PC_LF,M,2021-08,5.1,
ISL,HUR,TOT,PC_LF,M,2021-09,4.8,
ISL,HUR,TOT,PC_LF,M,2021-10,4.6,
ISL,HUR,TOT,PC_LF,M,2021-11,4.5,
ISL,HUR,TOT,PC_LF,M,2021-12,4.3,
ISL,HUR,TOT,PC_LF,M,2022-01,4.2,
IRL,HUR,TOT,PC_LF,M,2010-11,15.7,
IRL,HUR,TOT,PC_LF,M,2010-12,15.6,
IRL,HUR,TOT,PC_LF,M,2011-01,15.4,
IRL,HUR,TOT,PC_LF,M,2011-02,15.1,
IRL,HUR,TOT,PC_LF,M,2011-03,14.9,
IRL,HUR,TOT,PC_LF,M,2011-04,14.9,
IRL,HUR,TOT,PC_LF,M,2011-05,15,
IRL,HUR,TOT,PC_LF,M,2011-06,15.2,
IRL,HUR,TOT,PC_LF,M,2011-07,15.5,
IRL,HUR,TOT,PC_LF,M,2011-08,15.6,
IRL,HUR,TOT,PC_LF,M,2011-09,15.7,
IRL,HUR,TOT,PC_LF,M,2011-10,15.6,
IRL,HUR,TOT,PC_LF,M,2011-11,15.8,
IRL,HUR,TOT,PC_LF,M,2011-12,16.1,
IRL,HUR,TOT,PC_LF,M,2012-01,15.6,
IRL,HUR,TOT,PC_LF,M,2012-02,16.1,
IRL,HUR,TOT,PC_LF,M,2012-03,16.1,
IRL,HUR,TOT,PC_LF,M,2012-04,15.7,
IRL,HUR,TOT,PC_LF,M,2012-05,15.5,
IRL,HUR,TOT,PC_LF,M,2012-06,15.4,
IRL,HUR,TOT,PC_LF,M,2012-07,15.6,
IRL,HUR,TOT,PC_LF,M,2012-08,15.5,
IRL,HUR,TOT,PC_LF,M,2012-09,15.3,
IRL,HUR,TOT,PC_LF,M,2012-10,15.2,
IRL,HUR,TOT,PC_LF,M,2012-11,15,
IRL,HUR,TOT,PC_LF,M,2012-12,14.8,
IRL,HUR,TOT,PC_LF,M,2013-01,14.7,
IRL,HUR,TOT,PC_LF,M,2013-02,14.6,
IRL,HUR,TOT,PC_LF,M,2013-03,14.3,
IRL,HUR,TOT,PC_LF,M,2013-04,14.5,
IRL,HUR,TOT,PC_LF,M,2013-05,14.5,
IRL,HUR,TOT,PC_LF,M,2013-06,14.1,
IRL,HUR,TOT,PC_LF,M,2013-07,13.6,
IRL,HUR,TOT,PC_LF,M,2013-08,13.3,
IRL,HUR,TOT,PC_LF,M,2013-09,13.1,
IRL,HUR,TOT,PC_LF,M,2013-10,12.9,
IRL,HUR,TOT,PC_LF,M,2013-11,12.8,
IRL,HUR,TOT,PC_LF,M,2013-12,12.8,
IRL,HUR,TOT,PC_LF,M,2014-01,12.9,
IRL,HUR,TOT,PC_LF,M,2014-02,12.9,
IRL,HUR,TOT,PC_LF,M,2014-03,12.7,
IRL,HUR,TOT,PC_LF,M,2014-04,12.4,
IRL,HUR,TOT,PC_LF,M,2014-05,12.1,
IRL,HUR,TOT,PC_LF,M,2014-06,12,
IRL,HUR,TOT,PC_LF,M,2014-07,11.9,
IRL,HUR,TOT,PC_LF,M,2014-08,11.7,
IRL,HUR,TOT,PC_LF,M,2014-09,11.4,
IRL,HUR,TOT,PC_LF,M,2014-10,11,
IRL,HUR,TOT,PC_LF,M,2014-11,10.8,
IRL,HUR,TOT,PC_LF,M,2014-12,10.8,
IRL,HUR,TOT,PC_LF,M,2015-01,10.7,
IRL,HUR,TOT,PC_LF,M,2015-02,10.7,
IRL,HUR,TOT,PC_LF,M,2015-03,10.5,
IRL,HUR,TOT,PC_LF,M,2015-04,10.3,
IRL,HUR,TOT,PC_LF,M,2015-05,10,
IRL,HUR,TOT,PC_LF,M,2015-06,9.8,
IRL,HUR,TOT,PC_LF,M,2015-07,9.6,
IRL,HUR,TOT,PC_LF,M,2015-08,9.5,
IRL,HUR,TOT,PC_LF,M,2015-09,9.6,
IRL,HUR,TOT,PC_LF,M,2015-10,9.6,
IRL,HUR,TOT,PC_LF,M,2015-11,9.6,
IRL,HUR,TOT,PC_LF,M,2015-12,9.1,
IRL,HUR,TOT,PC_LF,M,2016-01,9.1,
IRL,HUR,TOT,PC_LF,M,2016-02,8.9,
IRL,HUR,TOT,PC_LF,M,2016-03,8.8,
IRL,HUR,TOT,PC_LF,M,2016-04,8.9,
IRL,HUR,TOT,PC_LF,M,2016-05,8.8,
IRL,HUR,TOT,PC_LF,M,2016-06,8.7,
IRL,HUR,TOT,PC_LF,M,2016-07,8.5,
IRL,HUR,TOT,PC_LF,M,2016-08,8.3,
IRL,HUR,TOT,PC_LF,M,2016-09,7.9,
IRL,HUR,TOT,PC_LF,M,2016-10,7.7,
IRL,HUR,TOT,PC_LF,M,2016-11,7.5,
IRL,HUR,TOT,PC_LF,M,2016-12,7.5,
IRL,HUR,TOT,PC_LF,M,2017-01,7.4,
IRL,HUR,TOT,PC_LF,M,2017-02,7.3,
IRL,HUR,TOT,PC_LF,M,2017-03,7.1,
IRL,HUR,TOT,PC_LF,M,2017-04,6.8,
IRL,HUR,TOT,PC_LF,M,2017-05,6.6,
IRL,HUR,TOT,PC_LF,M,2017-06,6.6,
IRL,HUR,TOT,PC_LF,M,2017-07,6.7,
IRL,HUR,TOT,PC_LF,M,2017-08,6.6,
IRL,HUR,TOT,PC_LF,M,2017-09,6.6,
IRL,HUR,TOT,PC_LF,M,2017-10,6.5,
IRL,HUR,TOT,PC_LF,M,2017-11,6.4,
IRL,HUR,TOT,PC_LF,M,2017-12,6.3,
IRL,HUR,TOT,PC_LF,M,2018-01,6,
IRL,HUR,TOT,PC_LF,M,2018-02,5.9,
IRL,HUR,TOT,PC_LF,M,2018-03,5.8,
IRL,HUR,TOT,PC_LF,M,2018-04,5.9,
IRL,HUR,TOT,PC_LF,M,2018-05,5.9,
IRL,HUR,TOT,PC_LF,M,2018-06,5.8,
IRL,HUR,TOT,PC_LF,M,2018-07,5.7,
IRL,HUR,TOT,PC_LF,M,2018-08,5.7,
IRL,HUR,TOT,PC_LF,M,2018-09,5.7,
IRL,HUR,TOT,PC_LF,M,2018-10,5.8,
IRL,HUR,TOT,PC_LF,M,2018-11,5.8,
IRL,HUR,TOT,PC_LF,M,2018-12,5.6,
IRL,HUR,TOT,PC_LF,M,2019-01,5.1,
IRL,HUR,TOT,PC_LF,M,2019-02,4.9,
IRL,HUR,TOT,PC_LF,M,2019-03,5,
IRL,HUR,TOT,PC_LF,M,2019-04,5.1,
IRL,HUR,TOT,PC_LF,M,2019-05,5.2,
IRL,HUR,TOT,PC_LF,M,2019-06,5.2,
IRL,HUR,TOT,PC_LF,M,2019-07,5.1,
IRL,HUR,TOT,PC_LF,M,2019-08,5,
IRL,HUR,TOT,PC_LF,M,2019-09,4.9,
IRL,HUR,TOT,PC_LF,M,2019-10,4.7,
IRL,HUR,TOT,PC_LF,M,2019-11,4.8,
IRL,HUR,TOT,PC_LF,M,2019-12,4.9,
IRL,HUR,TOT,PC_LF,M,2020-01,4.9,
IRL,HUR,TOT,PC_LF,M,2020-02,4.8,
IRL,HUR,TOT,PC_LF,M,2020-03,5,
IRL,HUR,TOT,PC_LF,M,2020-04,4.7,
IRL,HUR,TOT,PC_LF,M,2020-05,5,
IRL,HUR,TOT,PC_LF,M,2020-06,5.6,
IRL,HUR,TOT,PC_LF,M,2020-07,6.7,
IRL,HUR,TOT,PC_LF,M,2020-08,7.2,
IRL,HUR,TOT,PC_LF,M,2020-09,7.3,
IRL,HUR,TOT,PC_LF,M,2020-10,6.4,
IRL,HUR,TOT,PC_LF,M,2020-11,6.2,
IRL,HUR,TOT,PC_LF,M,2020-12,6.3,
IRL,HUR,TOT,PC_LF,M,2021-01,7,
IRL,HUR,TOT,PC_LF,M,2021-02,7.5,
IRL,HUR,TOT,PC_LF,M,2021-03,7.7,
IRL,HUR,TOT,PC_LF,M,2021-04,7.5,
IRL,HUR,TOT,PC_LF,M,2021-05,6.9,
IRL,HUR,TOT,PC_LF,M,2021-06,6.3,
IRL,HUR,TOT,PC_LF,M,2021-07,5.8,
IRL,HUR,TOT,PC_LF,M,2021-08,5.4,
IRL,HUR,TOT,PC_LF,M,2021-09,5.2,
IRL,HUR,TOT,PC_LF,M,2021-10,5.2,
IRL,HUR,TOT,PC_LF,M,2021-11,5.3,
IRL,HUR,TOT,PC_LF,M,2021-12,5.2,
IRL,HUR,TOT,PC_LF,M,2022-01,5.3,
ITA,HUR,TOT,PC_LF,M,2010-11,8.3,
ITA,HUR,TOT,PC_LF,M,2010-12,8.2,
ITA,HUR,TOT,PC_LF,M,2011-01,8.2,
ITA,HUR,TOT,PC_LF,M,2011-02,8.1,
ITA,HUR,TOT,PC_LF,M,2011-03,8.2,
ITA,HUR,TOT,PC_LF,M,2011-04,8,
ITA,HUR,TOT,PC_LF,M,2011-05,8.3,
ITA,HUR,TOT,PC_LF,M,2011-06,8.3,
ITA,HUR,TOT,PC_LF,M,2011-07,8.4,
ITA,HUR,TOT,PC_LF,M,2011-08,8.5,
ITA,HUR,TOT,PC_LF,M,2011-09,9,
ITA,HUR,TOT,PC_LF,M,2011-10,8.9,
ITA,HUR,TOT,PC_LF,M,2011-11,9.5,
ITA,HUR,TOT,PC_LF,M,2011-12,9.7,
ITA,HUR,TOT,PC_LF,M,2012-01,9.8,
ITA,HUR,TOT,PC_LF,M,2012-02,10.1,
ITA,HUR,TOT,PC_LF,M,2012-03,10.7,
ITA,HUR,TOT,PC_LF,M,2012-04,10.7,
ITA,HUR,TOT,PC_LF,M,2012-05,10.6,
ITA,HUR,TOT,PC_LF,M,2012-06,10.9,
ITA,HUR,TOT,PC_LF,M,2012-07,11,
ITA,HUR,TOT,PC_LF,M,2012-08,10.9,
ITA,HUR,TOT,PC_LF,M,2012-09,11.2,
ITA,HUR,TOT,PC_LF,M,2012-10,11.7,
ITA,HUR,TOT,PC_LF,M,2012-11,11.6,
ITA,HUR,TOT,PC_LF,M,2012-12,11.6,
ITA,HUR,TOT,PC_LF,M,2013-01,12.2,
ITA,HUR,TOT,PC_LF,M,2013-02,12.1,
ITA,HUR,TOT,PC_LF,M,2013-03,12.1,
ITA,HUR,TOT,PC_LF,M,2013-04,12.3,
ITA,HUR,TOT,PC_LF,M,2013-05,12.4,
ITA,HUR,TOT,PC_LF,M,2013-06,12.4,
ITA,HUR,TOT,PC_LF,M,2013-07,12.1,
ITA,HUR,TOT,PC_LF,M,2013-08,12.4,
ITA,HUR,TOT,PC_LF,M,2013-09,12.6,
ITA,HUR,TOT,PC_LF,M,2013-10,12.6,
ITA,HUR,TOT,PC_LF,M,2013-11,12.5,
ITA,HUR,TOT,PC_LF,M,2013-12,12.6,
ITA,HUR,TOT,PC_LF,M,2014-01,13,
ITA,HUR,TOT,PC_LF,M,2014-02,13,
ITA,HUR,TOT,PC_LF,M,2014-03,12.7,
ITA,HUR,TOT,PC_LF,M,2014-04,12.8,
ITA,HUR,TOT,PC_LF,M,2014-05,12.8,
ITA,HUR,TOT,PC_LF,M,2014-06,12.3,
ITA,HUR,TOT,PC_LF,M,2014-07,12.9,
ITA,HUR,TOT,PC_LF,M,2014-08,12.5,
ITA,HUR,TOT,PC_LF,M,2014-09,12.8,
ITA,HUR,TOT,PC_LF,M,2014-10,12.9,
ITA,HUR,TOT,PC_LF,M,2014-11,13.3,
ITA,HUR,TOT,PC_LF,M,2014-12,12.3,
ITA,HUR,TOT,PC_LF,M,2015-01,12.5,
ITA,HUR,TOT,PC_LF,M,2015-02,12.5,
ITA,HUR,TOT,PC_LF,M,2015-03,12.6,
ITA,HUR,TOT,PC_LF,M,2015-04,12.2,
ITA,HUR,TOT,PC_LF,M,2015-05,12.2,
ITA,HUR,TOT,PC_LF,M,2015-06,12.3,
ITA,HUR,TOT,PC_LF,M,2015-07,11.7,
ITA,HUR,TOT,PC_LF,M,2015-08,11.6,
ITA,HUR,TOT,PC_LF,M,2015-09,11.6,
ITA,HUR,TOT,PC_LF,M,2015-10,11.8,
ITA,HUR,TOT,PC_LF,M,2015-11,11.5,
ITA,HUR,TOT,PC_LF,M,2015-12,11.7,
ITA,HUR,TOT,PC_LF,M,2016-01,11.7,
ITA,HUR,TOT,PC_LF,M,2016-02,11.8,
ITA,HUR,TOT,PC_LF,M,2016-03,11.6,
ITA,HUR,TOT,PC_LF,M,2016-04,11.8,
ITA,HUR,TOT,PC_LF,M,2016-05,11.6,
ITA,HUR,TOT,PC_LF,M,2016-06,11.7,
ITA,HUR,TOT,PC_LF,M,2016-07,11.5,
ITA,HUR,TOT,PC_LF,M,2016-08,11.5,
ITA,HUR,TOT,PC_LF,M,2016-09,11.9,
ITA,HUR,TOT,PC_LF,M,2016-10,11.7,
ITA,HUR,TOT,PC_LF,M,2016-11,12,
ITA,HUR,TOT,PC_LF,M,2016-12,11.8,
ITA,HUR,TOT,PC_LF,M,2017-01,11.7,
ITA,HUR,TOT,PC_LF,M,2017-02,11.6,
ITA,HUR,TOT,PC_LF,M,2017-03,11.7,
ITA,HUR,TOT,PC_LF,M,2017-04,11.2,
